Id,Input_1,Input_2,Input_3,Input_4,Sentence,Answer,No_ordering
PDe0Wy,PDe0Wy_bic.jpg,PDe0Wy_bno.jpg,PDe0Wy_lfw.jpg,PDe0Wy_uub.jpg," After, the man hits a yellow ball with a stick.","[3, 1, 2, 4]",False
jG9IK7,jG9IK7_elw.jpg,jG9IK7_ocz.jpg,jG9IK7_uok.jpg,jG9IK7_uwn.jpg,"The skier descends as the camera zooms out to a wider view, then shifts to snowboarders on a mountain slope before focusing on a skier approaching through a tree-lined path.","[1, 4, 2, 3]",False
lL6yZQ,lL6yZQ_csq.jpg,lL6yZQ_gib.jpg,lL6yZQ_jsu.jpg,lL6yZQ_nfw.jpg,A man sets a timer on a table.,"[2, 3, 1, 4]",False
RJPsPF,RJPsPF_asc.jpg,RJPsPF_ged.jpg,RJPsPF_gzi.jpg,RJPsPF_kjk.jpg,"The gymnast begins to balance on the beam, then moves into a confident pose, followed by a steady walk along the beam, and finally prepares to dismount.","[4, 3, 2, 1]",False
L0Zkos,L0Zkos_apa.jpg,L0Zkos_fma.jpg,L0Zkos_npk.jpg,L0Zkos_qcz.jpg, He cuts some of the paper and takes the plastic part off of the back so that it is sticky and begins pressing the adhesive side down on the wall.,"[1, 3, 4, 2]",False
QFEukK,QFEukK_dqi.jpg,QFEukK_fcy.jpg,QFEukK_kmm.jpg,QFEukK_wze.jpg,"A dog approaches the camera, then joins a person in an open field, as another person climbs a ladder to trim a hedge, raising a trimmer.","[2, 1, 4, 3]",False
CqUnsL,CqUnsL_jqo.jpg,CqUnsL_jzc.jpg,CqUnsL_nth.jpg,CqUnsL_slf.jpg,"The guitarist begins to strum the chords, then shifts his hand position on the fretboard, followed by a close-up of his fingers moving, and finally, the frame fades to black.","[3, 2, 4, 1]",False
Qrt4Ax,Qrt4Ax_maf.jpg,Qrt4Ax_nwm.jpg,Qrt4Ax_uav.jpg,Qrt4Ax_ynx.jpg,"A person adjusts a bicycle as it shifts right and the camera lowers, while another individual points; then, the view focuses on hands attaching a bike accessory before revealing two similar items being held and connected to the bike.","[4, 2, 1, 3]",False
lek9OY,lek9OY_aws.jpg,lek9OY_chl.jpg,lek9OY_fcq.jpg,lek9OY_mnc.jpg, A person falls on the ice.,"[4, 3, 2, 1]",False
eufxTp,eufxTp_pbg.jpg,eufxTp_pnf.jpg,eufxTp_tfu.jpg,eufxTp_zgs.jpg, People run to pick up balls from the center of the court.,"[3, 1, 4, 2]",False
xRfzEK,xRfzEK_eux.jpg,xRfzEK_fwx.jpg,xRfzEK_mlw.jpg,xRfzEK_slg.jpg,"The woman places tissue paper into a green bag and ties it with a ribbon, then wraps a jar in paper, gathering it at the top, before cutting the excess as the camera zooms out slightly.","[1, 2, 3, 4]",True
8WWm8M,8WWm8M_cvf.jpg,8WWm8M_dzv.jpg,8WWm8M_fvl.jpg,8WWm8M_wtb.jpg, The man is then shown entering a live hockey game and playing hockey with a floor filled with other players.,"[4, 3, 1, 2]",False
uVJisa,uVJisa_jxm.jpg,uVJisa_nkd.jpg,uVJisa_sel.jpg,uVJisa_zbq.jpg, He swings the axe at a stump.,"[4, 1, 3, 2]",False
RWkOBe,RWkOBe_drx.jpg,RWkOBe_lfz.jpg,RWkOBe_umw.jpg,RWkOBe_vpm.jpg,"A skateboarder exits the frame as the camera tilts up to reveal a truck and trees; then skaters lean forward, accelerating as the road curves right, with the camera slightly tilting down.","[2, 3, 4, 1]",False
JIeasc,JIeasc_gav.jpg,JIeasc_kjj.jpg,JIeasc_qcm.jpg,JIeasc_qss.jpg,"The person raises their hand, then moves to gather their hair, begins to twist it, and finally adjusts the style while looking down.","[4, 1, 3, 2]",False
WuSWL4,WuSWL4_llj.jpg,WuSWL4_oze.jpg,WuSWL4_pik.jpg,WuSWL4_wtm.jpg,"The gymnast swings horizontally to an upright stance on the pommel horse as the camera pans left, then flips upside down from a handstand to sitting on the balance beam amidst an attentive audience.","[1, 2, 3, 4]",True
l4Lxqe,l4Lxqe_bik.jpg,l4Lxqe_kms.jpg,l4Lxqe_tyr.jpg,l4Lxqe_udu.jpg,"The camera zooms out to show hair being sectioned and braided, then transitions to a blow-drying scene, culminating in the stylist braiding the hair into an elegant design.","[3, 4, 2, 1]",False
cb0bOp,cb0bOp_feq.jpg,cb0bOp_rbo.jpg,cb0bOp_sti.jpg,cb0bOp_ycv.jpg,"The marching band advances and shifts left, approaching the camera; the performer begins dancing, transitioning into a twirl, while the conductor raises their arms to lead the musicians.","[1, 2, 3, 4]",True
ookICE,ookICE_bye.jpg,ookICE_hvd.jpg,ookICE_ulo.jpg,ookICE_zxj.jpg, They squeegee and wipe down the glass professionally.,"[2, 3, 4, 1]",False
4Va1l1,4Va1l1_fhe.jpg,4Va1l1_ncy.jpg,4Va1l1_tds.jpg,4Va1l1_yku.jpg, The woman lies down and the man puts a needle into her lip creating a piercing.,"[4, 2, 3, 1]",False
cLlTUu,cLlTUu_ayb.jpg,cLlTUu_cuk.jpg,cLlTUu_qxf.jpg,cLlTUu_zmx.jpg,"The athlete begins to jump into the sand pit, then moves away after landing, followed by another competitor preparing to jump, and finally taking off from the runway.","[4, 3, 1, 2]",False
cWtZBC,cWtZBC_bww.jpg,cWtZBC_lfx.jpg,cWtZBC_lqp.jpg,cWtZBC_vfq.jpg,"The camera zooms in on the person using a shovel to clear snow from a car's roof, then shifts to a skier moving out of the trees onto a wide, open slope, gliding smoothly down the trail.","[2, 4, 3, 1]",False
UUH2Co,UUH2Co_acj.jpg,UUH2Co_qln.jpg,UUH2Co_uzd.jpg,UUH2Co_vbw.jpg,"The gymnasts practice on equipment, transitioning to a black screen with ""Transition and Major Releases,"" then the text ""Thanks for watching!"" appears and fades as the screen turns black.","[3, 1, 4, 2]",False
Xbo7Hf,Xbo7Hf_avp.jpg,Xbo7Hf_azq.jpg,Xbo7Hf_ies.jpg,Xbo7Hf_pzc.jpg,"The musician begins to play the violin, then continues to perform with focus, before transitioning to a friendly expression while holding the instrument. Finally, she gestures positively with her hand.","[3, 1, 2, 4]",False
zAvQCd,zAvQCd_aha.jpg,zAvQCd_cbv.jpg,zAvQCd_fsp.jpg,zAvQCd_vrk.jpg,"The camera shifts from a close-up of legs on a basketball court to the iSPORT logo, then the text ""Coaching and Technique"" fades, revealing a kneeling individual holding a rod with one arm raised.","[1, 3, 2, 4]",False
cmq7Ou,cmq7Ou_fwr.jpg,cmq7Ou_rlh.jpg,cmq7Ou_uqe.jpg,cmq7Ou_yis.jpg,"The person uses a brush, facing it towards another individual as the camera zooms in, then braids their hair, weaving strands to the right, forming a defined braid.","[4, 2, 3, 1]",False
1IuLy3,1IuLy3_bfd.jpg,1IuLy3_ohi.jpg,1IuLy3_ooa.jpg,1IuLy3_upa.jpg,"A bike tire is removed from the rim and a patch is prepared, then a hand tightens a bike component before the camera pans to a person riding through a bike store.","[3, 2, 4, 1]",False
antRoP,antRoP_jyi.jpg,antRoP_rog.jpg,antRoP_smx.jpg,antRoP_yjw.jpg, He throws the javelin into the field in front of him.,"[1, 4, 2, 3]",False
8u2HPI,8u2HPI_edl.jpg,8u2HPI_hqd.jpg,8u2HPI_klv.jpg,8u2HPI_pmm.jpg,"The man stands by the stairs, then moves down to work on the carpet, using tools to secure it, and finally adjusts the edges for a neat finish.","[3, 2, 1, 4]",False
LrVzSg,LrVzSg_qqk.jpg,LrVzSg_rdk.jpg,LrVzSg_tki.jpg,LrVzSg_whd.jpg, Other spectators come to the driver side to talk with the driver.,"[2, 4, 1, 3]",False
y53E3K,y53E3K_bpv.jpg,y53E3K_ism.jpg,y53E3K_xiy.jpg,y53E3K_xxs.jpg, The  man runs down a strip of track and jumps into a pile of sand.,"[3, 1, 2, 4]",False
SSpxtB,SSpxtB_tsb.jpg,SSpxtB_usc.jpg,SSpxtB_wqn.jpg,SSpxtB_xgo.jpg, She puts her hands up in the air.,"[4, 2, 1, 3]",False
zfDYvd,zfDYvd_hmk.jpg,zfDYvd_nnc.jpg,zfDYvd_tkq.jpg,zfDYvd_wjx.jpg,A person is skiing down a hill of snow.,"[1, 3, 2, 4]",False
CRWENv,CRWENv_eux.jpg,CRWENv_spt.jpg,CRWENv_xun.jpg,CRWENv_yfz.jpg,"The person adjusts upward to reveal a television next to a Christmas tree, then a comb moves slightly downward as a face becomes more visible, revealing a smile.","[4, 1, 2, 3]",False
DhN3pQ,DhN3pQ_gkh.jpg,DhN3pQ_mtf.jpg,DhN3pQ_nac.jpg,DhN3pQ_nde.jpg,A girl is seen rollerblading down a long road with several people walking around her.,"[2, 3, 1, 4]",False
cR1nhV,cR1nhV_awg.jpg,cR1nhV_hvy.jpg,cR1nhV_kgz.jpg,cR1nhV_rda.jpg, Then she takes an eyeliner and applies it with a brush under her eyes and on her eyelids.,"[1, 2, 3, 4]",True
HMEGQp,HMEGQp_dvc.jpg,HMEGQp_ruc.jpg,HMEGQp_unv.jpg,HMEGQp_vyt.jpg,"The mixture is whisked, then chunks of chocolate are folded in with a spatula entering from the right, followed by a glass measuring cup from the right as a second girl pours water into the mixing bowl.","[1, 4, 2, 3]",False
AZibBl,AZibBl_ioe.jpg,AZibBl_kya.jpg,AZibBl_qks.jpg,AZibBl_uzh.jpg,"  The girl begins facing the camera and brushing her teeth, leaning in to the camera at one point before leaning back to continue brushing teeth.","[2, 3, 1, 4]",False
cNYDIE,cNYDIE_dmz.jpg,cNYDIE_jww.jpg,cNYDIE_lnm.jpg,cNYDIE_wrt.jpg,"The athlete transitions from horizontal to vertical while vaulting over the pole with a leftward camera shift, then leans forward to release an object upward as the camera remains static.","[2, 1, 4, 3]",False
dpojZs,dpojZs_gne.jpg,dpojZs_kju.jpg,dpojZs_lcm.jpg,dpojZs_wei.jpg, Then he fits the inner rim of the wheel into the tire.,"[2, 3, 1, 4]",False
HTahjb,HTahjb_gdh.jpg,HTahjb_olk.jpg,HTahjb_otj.jpg,HTahjb_sxa.jpg,"The boy in the red shirt hops further along the chalk-drawn hopscotch as the camera tilts upward, then another child joins from the right, and the camera zooms out slightly as they continue playing together.","[4, 3, 1, 2]",False
1bimpw,1bimpw_fwo.jpg,1bimpw_pvj.jpg,1bimpw_wwq.jpg,1bimpw_zun.jpg,"The person focuses on securing the gift as the camera tilts up to reveal their face, then the box moves right while the camera zooms out, fully revealing the decorated Christmas tree.","[1, 2, 3, 4]",True
2YcCfA,2YcCfA_ats.jpg,2YcCfA_elz.jpg,2YcCfA_pke.jpg,2YcCfA_yup.jpg, The lady tries to leave and the man grabs her and pulls her back.,"[2, 4, 3, 1]",False
lGoSNW,lGoSNW_dxs.jpg,lGoSNW_eaf.jpg,lGoSNW_oyt.jpg,lGoSNW_psn.jpg,"The player approaches the basket and moves slightly back as a logo appears, then dribbles forward before the camera zooms in to a close-up of him sitting with text on screen.","[3, 2, 4, 1]",False
bDjbOE,bDjbOE_phr.jpg,bDjbOE_ptm.jpg,bDjbOE_szo.jpg,bDjbOE_xwe.jpg,A young boy roller blades off a ramp and onto another ramp.,"[1, 3, 2, 4]",False
RJ5Pz7,RJ5Pz7_amk.jpg,RJ5Pz7_eqa.jpg,RJ5Pz7_twz.jpg,RJ5Pz7_vvn.jpg,"  A motor boat with two canoe like hulls on either side  of the sail, sails across an ocean, in daylight,  with two people hanging on to the side.","[2, 3, 1, 4]",False
ahaFNl,ahaFNl_kif.jpg,ahaFNl_lpc.jpg,ahaFNl_nbb.jpg,ahaFNl_tat.jpg,"The cursor moves left to hover over ""Add to Cart"" on the elliptical trainer page, then the bicycle rotates slightly right and moves forward as the person begins to ride it.","[3, 4, 1, 2]",False
wzpcQn,wzpcQn_gab.jpg,wzpcQn_gar.jpg,wzpcQn_ksg.jpg,wzpcQn_pip.jpg,The camera is blurry then focuses on people playing polo.,"[4, 3, 1, 2]",False
zh9cx5,zh9cx5_bgb.jpg,zh9cx5_dkk.jpg,zh9cx5_foh.jpg,zh9cx5_pum.jpg," They get into formation, then begin dancing and flipping as male cheerleaders join them.","[1, 3, 4, 2]",False
Bu5dkT,Bu5dkT_cym.jpg,Bu5dkT_hmr.jpg,Bu5dkT_vmx.jpg,Bu5dkT_yak.jpg,"The skier begins at the top of the slope, then moves downwards through the snow, navigating past trees and gaining speed as they continue their descent.","[1, 2, 3, 4]",True
QFDSep,QFDSep_nhp.jpg,QFDSep_utq.jpg,QFDSep_xwe.jpg,QFDSep_zjk.jpg,"  The man then finishes sweeping, lleans the broom in the corner of the room and stands against the wall in front of a window.","[2, 1, 4, 3]",False
7Zb2Ur,7Zb2Ur_jxu.jpg,7Zb2Ur_lwu.jpg,7Zb2Ur_nrl.jpg,7Zb2Ur_okw.jpg,"The chef lowers the spatula as the pan moves slightly right, then scoops ingredients onto the cooking surface, spreading them into a flat shape while leaning forward, with a slight camera zoom in.","[3, 4, 1, 2]",False
HnwooH,HnwooH_acz.jpg,HnwooH_fbp.jpg,HnwooH_fgg.jpg,HnwooH_qpd.jpg," After, the man stop playing and walk.","[2, 4, 1, 3]",False
2KnwPc,2KnwPc_bbf.jpg,2KnwPc_bcv.jpg,2KnwPc_rwx.jpg,2KnwPc_tfk.jpg," He solves the cube, and shakes hands with the other boys.","[2, 1, 3, 4]",False
hIbGYB,hIbGYB_jnp.jpg,hIbGYB_wfe.jpg,hIbGYB_xwn.jpg,hIbGYB_yka.jpg," He dismounts, roping and tying a calf.","[3, 2, 4, 1]",False
eYVe8y,eYVe8y_agu.jpg,eYVe8y_dog.jpg,eYVe8y_oyl.jpg,eYVe8y_vqw.jpg,"A child strikes a ball on the grass, transitioning to a diagram showing movement paths, then a player in yellow crouches on a field as two approach, shifting to an ice rink where the goalie remains alert.","[4, 2, 1, 3]",False
ip2hiU,ip2hiU_dvu.jpg,ip2hiU_mwv.jpg,ip2hiU_oyt.jpg,ip2hiU_voo.jpg,"Curling stones on the target transition to Ice-Magic contact details, then the person shifts focus from the car hood to polishing the wheel.","[3, 2, 4, 1]",False
3Zechj,3Zechj_mjj.jpg,3Zechj_skb.jpg,3Zechj_tja.jpg,3Zechj_viq.jpg, The surfer in the back begins to lose balance and falls off of his board while the man in the front is still standing up.,"[2, 4, 1, 3]",False
b3egx9,b3egx9_eud.jpg,b3egx9_ics.jpg,b3egx9_oke.jpg,b3egx9_qxm.jpg, A man pushes the individual downstream.,"[1, 2, 3, 4]",True
MgUh9K,MgUh9K_eky.jpg,MgUh9K_fkh.jpg,MgUh9K_nfq.jpg,MgUh9K_uyu.jpg, The man carefully places the tile around plaster.,"[1, 2, 3, 4]",True
sXR586,sXR586_blz.jpg,sXR586_cmk.jpg,sXR586_kpc.jpg,sXR586_slb.jpg,"The player steps back from the pool table as the cue ball moves slightly right, transitioning to another man preparing to shoot pool, before the scene fades to a dark screen with text.","[3, 2, 4, 1]",False
hNH45x,hNH45x_llv.jpg,hNH45x_mtw.jpg,hNH45x_ttb.jpg,hNH45x_zvt.jpg,"The bartender begins to pour a drink, then adds soda, moves to place a banana on the counter, and finally raises her hand to serve.","[1, 2, 4, 3]",False
4LQwdm,4LQwdm_cba.jpg,4LQwdm_ddd.jpg,4LQwdm_lfn.jpg,4LQwdm_plg.jpg, We see the man in red and blue putting a solution on their goggles before trying them on.,"[2, 4, 3, 1]",False
gq5DFG,gq5DFG_ixf.jpg,gq5DFG_mmv.jpg,gq5DFG_obf.jpg,gq5DFG_xfo.jpg,  The girl walks into the water.,"[1, 2, 3, 4]",True
jkpX5M,jkpX5M_bde.jpg,jkpX5M_gev.jpg,jkpX5M_olt.jpg,jkpX5M_znf.jpg,"A window screen is removed to reveal the Jeld-Wen logo on a blue background, then the word ""CHOW"" fades out as the camera zooms out to reveal Laura Werlin in a kitchen setting.","[4, 3, 2, 1]",False
gTxM7q,gTxM7q_bbe.jpg,gTxM7q_ets.jpg,gTxM7q_ome.jpg,gTxM7q_qmk.jpg,"The steam generator is shown before the camera shifts to an iron pressing a shirt; then, a person arranges tools on a carpet, followed by a transition to a black screen with a subscription prompt.","[1, 4, 2, 3]",False
rzgAVn,rzgAVn_blv.jpg,rzgAVn_mko.jpg,rzgAVn_qbx.jpg,rzgAVn_zle.jpg,"The girl places rollers near her ears as the camera zooms out, then raises a purple item excitedly, moving her head to the right.","[1, 2, 3, 4]",True
sMG7t7,sMG7t7_gik.jpg,sMG7t7_ikw.jpg,sMG7t7_jmw.jpg,sMG7t7_lzv.jpg,"A group of cowboys on horseback gathers before the scene shifts to a rider steering a bull near a barrel; then, a rider on a brown horse moves away from the camera towards the arena's far end.","[1, 4, 3, 2]",False
6fMCLp,6fMCLp_anj.jpg,6fMCLp_hlp.jpg,6fMCLp_wdk.jpg,6fMCLp_ycl.jpg,"The musician's hands rise energetically from the conga drums, then the focus shifts to a cozy room where another musician plays the tabla with intensity as the camera subtly zooms in.","[1, 2, 3, 4]",True
OXQo5x,OXQo5x_bdd.jpg,OXQo5x_jou.jpg,OXQo5x_ket.jpg,OXQo5x_upp.jpg,A man jumps off of a bridge and bungee jumps.,"[4, 2, 1, 3]",False
RJACwY,RJACwY_beh.jpg,RJACwY_nay.jpg,RJACwY_rvy.jpg,RJACwY_tqc.jpg,"Another girl is now the focus and she's riding on a taller brown horse who begins walking, trotting and they also stay on the perimeter of the area.","[3, 4, 2, 1]",False
Pyrl3I,Pyrl3I_nmz.jpg,Pyrl3I_nwb.jpg,Pyrl3I_rzm.jpg,Pyrl3I_zef.jpg,"The presenter raises a hairdryer above her head while holding a brush to her hair, then sprays a product, moves the round brush to her hair, and lifts the hairdryer to style.","[1, 4, 3, 2]",False
Xg3keS,Xg3keS_kxa.jpg,Xg3keS_rdi.jpg,Xg3keS_xof.jpg,Xg3keS_xsa.jpg, wall paper is then installed on a different wall.,"[1, 2, 3, 4]",True
vQmwnY,vQmwnY_chu.jpg,vQmwnY_fxz.jpg,vQmwnY_ntl.jpg,vQmwnY_qbo.jpg,"The sailboat recedes and rotates clockwise, leaving a white foam trail, then moves left as the camera pans slightly right, revealing another boat sailing parallel.","[1, 4, 3, 2]",False
ntnGId,ntnGId_gwt.jpg,ntnGId_qdr.jpg,ntnGId_qvf.jpg,ntnGId_ymd.jpg, The boy holding the stick performs a martial arts routine in front of the people and ends with a pose while everyone around him claps.,"[1, 4, 2, 3]",False
VOR75A,VOR75A_aoe.jpg,VOR75A_mot.jpg,VOR75A_qqj.jpg,VOR75A_rvc.jpg,A girl with her back facing the camera turns around and begins solving a rubik's cube.,"[3, 2, 1, 4]",False
ejWX7Z,ejWX7Z_imn.jpg,ejWX7Z_iza.jpg,ejWX7Z_rkf.jpg,ejWX7Z_tew.jpg,A close up of people sweeping is shown followed by people walking around an arena.,"[1, 3, 2, 4]",False
qpoFUD,qpoFUD_fhv.jpg,qpoFUD_lkh.jpg,qpoFUD_qvc.jpg,qpoFUD_umj.jpg,The man in the black shirt returns and inspects the table and then steps back.,"[3, 4, 1, 2]",False
4SI75z,4SI75z_eug.jpg,4SI75z_ivi.jpg,4SI75z_lbm.jpg,4SI75z_oxt.jpg, He jumps off and ties the calf up.,"[1, 3, 2, 4]",False
iACyDZ,iACyDZ_ehd.jpg,iACyDZ_gfm.jpg,iACyDZ_ngk.jpg,iACyDZ_osk.jpg,"The sandwich progresses from meats layered to fully wrapped with vegetables and sauce as the camera pans right, then shifts to a green substance applied on a metal edge being replaced by an iron smoothing a ski base.","[3, 1, 4, 2]",False
glNcp0,glNcp0_gbr.jpg,glNcp0_kwp.jpg,glNcp0_lja.jpg,glNcp0_oml.jpg,"The presenter gestures towards a blue water droplet model as the camera zooms into its internal components and infrared sensor, then hands manipulate a white device, applying nail polish as a piece is removed and set aside.","[4, 3, 1, 2]",False
5yeWG0,5yeWG0_aew.jpg,5yeWG0_coz.jpg,5yeWG0_pgm.jpg,5yeWG0_qjj.jpg,"The gymnast exits the balance beam frame as the camera cuts to the coach watching intently; simultaneously, the bowler releases the ball, and the camera shifts to a wider view of the bowling alley.","[4, 1, 2, 3]",False
QRIXC7,QRIXC7_edr.jpg,QRIXC7_fav.jpg,QRIXC7_rmx.jpg,QRIXC7_yot.jpg,"The player approaches the basket, then moves back slightly, before returning to the original position, and finally, the logo appears on the screen.","[3, 4, 1, 2]",False
mPxyUq,mPxyUq_imm.jpg,mPxyUq_lbr.jpg,mPxyUq_mus.jpg,mPxyUq_oih.jpg,"A technician adjusts a control panel, transitioning to a woman with a surfboard approaching from the right, as a rider emerges from the water, moving from a crouched to an upright position while the camera pans slightly left.","[4, 3, 2, 1]",False
YywH6B,YywH6B_ala.jpg,YywH6B_kvi.jpg,YywH6B_msv.jpg,YywH6B_uit.jpg,"A player in red rises from the ground as another remains down, followed by a player in green advancing with the ball, passing it left as the camera zooms out slightly.","[2, 1, 4, 3]",False
D1EBy1,D1EBy1_gnc.jpg,D1EBy1_ylw.jpg,D1EBy1_zza.jpg,D1EBy1_zzv.jpg, woman is ni front of the stove and pour sugar into water in a pan till boil.,"[4, 3, 2, 1]",False
LzUSPP,LzUSPP_cma.jpg,LzUSPP_owm.jpg,LzUSPP_tec.jpg,LzUSPP_zbt.jpg, The cattle rises and runs away.,"[4, 2, 1, 3]",False
QOPY40,QOPY40_dqv.jpg,QOPY40_joo.jpg,QOPY40_xyy.jpg,QOPY40_zho.jpg," She climbs up to a bar and performs various flips, cartwheels, as well as doing the splits mid air.","[4, 1, 3, 2]",False
bMxfan,bMxfan_bam.jpg,bMxfan_fwr.jpg,bMxfan_fyk.jpg,bMxfan_vgk.jpg,"The girl lowers and tilts the flute downward while bowing forward, then the performer, holding the flute, shifts slightly to the right as the camera zooms in.","[2, 3, 4, 1]",False
HnfRNJ,HnfRNJ_ane.jpg,HnfRNJ_djt.jpg,HnfRNJ_ixa.jpg,HnfRNJ_rxk.jpg,"The gymnast in purple jumps forward on the beam as another approaches from the right, then the scene shifts to a gymnast in pink who lowers her arms and bends forward slightly on the balance beam.","[4, 1, 3, 2]",False
5wuApq,5wuApq_erp.jpg,5wuApq_mlh.jpg,5wuApq_pnk.jpg,5wuApq_xyi.jpg,"The bike frame gains wheels and rotates slightly left as the worker leans closer, then the bike remains stationary while another person adjusts the handlebars, lowers their hands towards the frame, and slightly recedes while continuing to work.","[3, 2, 1, 4]",False
6I6uI5,6I6uI5_bxh.jpg,6I6uI5_isl.jpg,6I6uI5_jbw.jpg,6I6uI5_wds.jpg,"The camera zooms in on a person lounging in a tube amid greenery, then shifts to a kayaker navigating turbulent waters as the camera shakes slightly.","[1, 4, 2, 3]",False
ndnxpJ,ndnxpJ_nmd.jpg,ndnxpJ_ooy.jpg,ndnxpJ_rjq.jpg,ndnxpJ_yuq.jpg, The group forms a circle and two of the boys begin to spar in a martial arts practice.,"[2, 1, 3, 4]",False
O054HV,O054HV_ihr.jpg,O054HV_mxq.jpg,O054HV_qiw.jpg,O054HV_xhm.jpg,"The bowling ball rolls down the lane towards the pins with text overlays at the bottom, then the blue ball moves right and nudges the yellow ball, causing it to shift slightly upward.","[2, 3, 4, 1]",False
oZ5la5,oZ5la5_can.jpg,oZ5la5_gdt.jpg,oZ5la5_hzk.jpg,oZ5la5_lny.jpg,"The boy begins to shine the shoe, then lowers his head closer to the shoe as he continues his work, focusing intently on the task at hand.","[1, 3, 4, 2]",False
BkhGvm,BkhGvm_kib.jpg,BkhGvm_ksq.jpg,BkhGvm_ssm.jpg,BkhGvm_zco.jpg,"The child begins to move towards the net, then swings the racket to hit the shuttlecock, and finally crouches down to pick it up.","[4, 2, 1, 3]",False
ubFb9U,ubFb9U_bqz.jpg,ubFb9U_qnw.jpg,ubFb9U_rhk.jpg,ubFb9U_sgz.jpg, The first man throws another disc and the man in the red shirt follows.,"[1, 2, 3, 4]",True
Fmep9I,Fmep9I_jga.jpg,Fmep9I_maw.jpg,Fmep9I_pes.jpg,Fmep9I_xzc.jpg,A man is seen speaking to the camera and leads into him holding up a tool and pointing to several bushes.,"[1, 2, 3, 4]",True
JDrc7D,JDrc7D_cwy.jpg,JDrc7D_mck.jpg,JDrc7D_stv.jpg,JDrc7D_ybo.jpg,"The player in red moves into position as the goalkeeper dives, then the score updates to reflect Japan's lead, followed by a player in blue celebrating with teammates.","[1, 2, 4, 3]",False
OATH0G,OATH0G_bzv.jpg,OATH0G_dpd.jpg,OATH0G_qdm.jpg,OATH0G_quk.jpg,"A person raises a cleaning tool towards high areas near the entrance, then a yellow plane flies overhead, performing maneuvers close to the ceiling as the camera tilts upward.","[2, 4, 1, 3]",False
WHaEOM,WHaEOM_dvd.jpg,WHaEOM_fvn.jpg,WHaEOM_kbr.jpg,WHaEOM_qia.jpg,"The skier loses balance and splashes into the water as the boat moves forward, then the camera shifts to a distant view, capturing the skier sliding in the wake on the left as it tilts and zooms slightly.","[1, 2, 3, 4]",True
TvJ7dF,TvJ7dF_ldx.jpg,TvJ7dF_nvn.jpg,TvJ7dF_rap.jpg,TvJ7dF_ztk.jpg, The final product is taken from the fry pan and placed on a white plate.,"[4, 1, 2, 3]",False
JChUY2,JChUY2_qpy.jpg,JChUY2_rgy.jpg,JChUY2_uxv.jpg,JChUY2_zhv.jpg,"The earlobe is pierced, revealing a new earring as the hand exits the frame, then a hair roller is picked up from the table and applied to the woman's hair, with the camera zooming in on her wrapping hair around it.","[1, 3, 4, 2]",False
m7KieF,m7KieF_cfg.jpg,m7KieF_cgl.jpg,m7KieF_vog.jpg,m7KieF_yfr.jpg,"The skater moves down the street approaching a car, then transitions into a forested area as the scene shifts to a car by the roadside with a person exiting.","[1, 2, 3, 4]",True
fxsTo3,fxsTo3_csm.jpg,fxsTo3_ryi.jpg,fxsTo3_smn.jpg,fxsTo3_udm.jpg,"A hand with decorated nails moves upward from a cup, leaving it clean, then yellow liquid pours from a whisked bowl into glasses with lemon slices, as the camera zooms in slightly.","[3, 4, 2, 1]",False
t80g8p,t80g8p_bss.jpg,t80g8p_gvk.jpg,t80g8p_rge.jpg,t80g8p_yhy.jpg, He reaches into the pond.,"[4, 3, 2, 1]",False
mdARES,mdARES_gkd.jpg,mdARES_gor.jpg,mdARES_ilg.jpg,mdARES_log.jpg,"The shot put is absent as the camera zooms out to a cheering crowd; then, an athlete bends and exits left as the camera pans right to reveal seated competitors focused on the event.","[1, 2, 3, 4]",True
L831dC,L831dC_jfo.jpg,L831dC_nbi.jpg,L831dC_rdc.jpg,L831dC_wly.jpg,"The dancers begin with arms raised, then lower them as they move into a more dynamic formation, and finally shift into a synchronized routine, showcasing their energy and coordination.","[4, 3, 2, 1]",False
6tpSAj,6tpSAj_arf.jpg,6tpSAj_fgr.jpg,6tpSAj_pmw.jpg,6tpSAj_xjt.jpg,"A bicycle recedes down a street as a website link appears, then the camera zooms in on a car wheel where a hand approaches to apply a product.","[1, 3, 4, 2]",False
EIGn2T,EIGn2T_bdh.jpg,EIGn2T_ftt.jpg,EIGn2T_vxq.jpg,EIGn2T_zbb.jpg,A man is seen running down a long track in slow motion.,"[2, 1, 4, 3]",False
kNuWgJ,kNuWgJ_bdn.jpg,kNuWgJ_kjo.jpg,kNuWgJ_rgr.jpg,kNuWgJ_rlo.jpg,"The skier poses in the snow, then exits as the camera tilts down to a snowy forest; next, they navigate from a narrow wooded trail to an open slope, with other skiers appearing in the distance.","[1, 3, 4, 2]",False
cdeGWf,cdeGWf_euj.jpg,cdeGWf_ogi.jpg,cdeGWf_ujx.jpg,cdeGWf_zxr.jpg, The man points to the truck and stands back.,"[2, 3, 4, 1]",False
DU1su1,DU1su1_hyz.jpg,DU1su1_ied.jpg,DU1su1_nem.jpg,DU1su1_yys.jpg,"A hand moves a spatula left as a jug remains central in the bowl, then a glass bowl with a mixer is central as a jug approaches from the right, pouring water into the mixture.","[3, 4, 1, 2]",False
